ID,consumption_1,consumption_2
6132,99,59
6133,99,60
6134,99,59
6135,98,60
6136,102,62
6137,99,61
6138,98,60
6139,95,59
6140,96,56
6141,91,58
6142,69,58
6143,68,56
6144,66,55
6145,68,54
6146,70,55
6147,68,54
6148,70,53
6149,67,55
6150,68,50
6151,72,51
6152,71,58
6153,72,54
6154,73,55
6155,74,57
6156,70,59
6157,67,60
6158,69,59
6159,72,60
6160,71,59
6161,70,59
6162,70,59
6163,72,57
6164,71,58
6165,73,60
6166,73,57
6167,70,55
6168,69,54
6169,70,54
6170,69,53
6171,70,53
6172,71,52
6173,69,52
6174,70,51
6175,70,51
6176,69,51
6177,70,55
6178,75,60
6179,75,59
6180,72,58
6181,74,60
6182,71,62
6183,69,60
6184,71,61
6185,71,60
6186,75,60
6187,75,59
6188,77,61
6189,72,59
6190,73,55
6191,71,54
6192,70,53
6193,70,54
6194,71,55
6195,71,52
6196,72,52
6197,87,51
6198,112,61
6199,118,82
6200,133,90
6201,144,101
6202,157,98
6203,141,99
6204,155,113
6205,163,117
6206,156,117
6207,162,115
6208,129,100
6209,118,87
6210,113,77
6211,99,74
6212,77,74
6213,75,72
6214,77,70
6215,75,70
6216,72,68
6217,74,68
6218,72,64
6219,73,64
6220,75,63
6221,86,67
6222,115,78
6223,123,100
6224,132,114
6225,151,112
6226,163,121
6227,131,104
6228,128,106
6229,157,130
6230,161,130
6231,143,125
6232,143,105
6233,113,84
6234,107,77
6235,98,75
6236,76,72
6237,75,73
6238,73,74
6239,72,73
6240,73,72
6241,73,71
6242,71,70
6243,72,71
6244,74,70
6245,85,71
6246,109,76
6247,116,97
6248,137,105
6249,161,114
6250,147,116
6251,127,117
6252,124,117
6253,131,125
6254,149,127
6255,153,124
6256,140,113
6257,121,101
6258,112,85
6259,96,79
6260,76,76
6261,74,74
6262,72,74
6263,71,74
6264,72,71
6265,71,70
6266,72,69
6267,72,69
6268,73,69
6269,87,73
6270,117,83
6271,118,99
6272,127,101
6273,135,105
6274,127,111
6275,119,101
6276,124,107
6277,152,122
6278,152,123
6279,140,115
6280,136,90
6281,104,81
6282,101,69
6283,91,68
6284,66,69
6285,65,70
6286,63,68
6287,65,69
6288,63,65
6289,62,67
6290,61,67
6291,60,65
6292,63,67
6293,74,63
6294,97,68
6295,103,90
6296,131,108
6297,136,107
6298,144,109
6299,112,91
6300,113,96
6301,114,103
6302,108,104
6303,98,102
6304,93,95
6305,89,73
6306,90,66
6307,88,65
6308,90,69
6309,82,68
6310,61,66
6311,60,65
6312,60,64
6313,60,62
6314,60,62
6315,60,62
6316,59,62
6317,60,61
6318,59,63
6319,57,65
6320,56,63
6321,59,65
6322,59,66
6323,60,65
6324,59,64
6325,59,68
6326,60,68
6327,59,67
6328,61,63
6329,59,60
6330,63,60
6331,61,58
6332,59,59
6333,59,61
6334,59,59
6335,60,59
6336,58,61
6337,57,60
6338,57,57
6339,58,56
6340,58,57
6341,58,56
6342,59,54
6343,57,56
6344,57,57
6345,60,59
6346,60,62
6347,59,59
6348,58,63
6349,59,63
6350,59,61
6351,60,63
6352,60,65
6353,61,65
6354,60,65
6355,63,64
6356,62,61
6357,61,66
6358,61,62
6359,59,61
6360,59,60
6361,57,59
6362,58,60
6363,58,58
6364,58,57
6365,69,61
6366,85,71
6367,83,85
6368,87,95
6369,89,88
6370,92,97
6371,90,82
6372,87,94
6373,87,106
6374,88,101
6375,89,95
6376,89,93
6377,89,88
6378,90,70
6379,79,66
6380,65,64
6381,63,64
6382,60,64
6383,57,61
6384,59,62
6385,58,62
6386,59,61
6387,58,62
6388,57,62
6389,68,62
6390,86,64
6391,88,81
6392,88,85
6393,86,90
6394,85,96
6395,86,95
6396,87,92
6397,89,91
6398,88,76
6399,90,71
6400,89,69
6401,90,63
6402,89,58
6403,83,58
6404,65,61
6405,62,58
6406,57,60
6407,58,58
6408,60,58
6409,58,57
6410,58,56
6411,60,55
6412,55,56
6413,68,56
6414,84,61
6415,84,72
6416,87,74
6417,88,74
6418,90,75
6419,89,74
6420,88,70
6421,90,72
6422,89,70
6423,93,70
6424,89,69
6425,91,65
6426,91,59
6427,82,59
6428,66,59
6429,63,61
6430,60,60
6431,58,57
6432,60,60
6433,59,56
6434,59,56
6435,59,55
6436,57,56
6437,70,54
6438,86,59
6439,84,62
6440,88,65
6441,88,70
6442,86,71
6443,88,70
6444,89,72
6445,89,79
6446,89,76
6447,90,75
6448,88,67
6449,90,66
6450,87,60
6451,83,58
6452,63,59
6453,63,57
6454,61,60
6455,58,57
6456,56,59
6457,58,56
6458,58,58
6459,58,56
6460,56,57
6461,67,56
6462,85,56
6463,82,65
6464,90,65
6465,85,63
6466,85,63
6467,86,61
6468,87,59
6469,86,60
6470,86,59
6471,88,55
6472,87,52
6473,85,51
6474,87,46
6475,85,46
6476,86,48
6477,78,48
6478,58,47
6479,59,45
6480,57,47
6481,58,46
6482,57,45
6483,58,44
6484,58,45
6485,58,43
6486,57,41
6487,57,43
6488,57,44
6489,56,45
6490,58,47
6491,58,46
6492,59,44
6493,62,45
6494,59,45
6495,59,42
6496,59,41
6497,59,45
6498,59,43
6499,59,43
6500,60,45
6501,59,48
6502,59,46
6503,60,44
6504,60,44
6505,59,44
6506,57,43
6507,58,43
6508,61,42
6509,59,40
6510,58,41
6511,58,40
6512,60,40
6513,57,41
6514,58,46
6515,58,42
6516,58,47
6517,60,45
6518,59,43
6519,59,45
6520,61,43
6521,60,42
6522,62,42
6523,64,43
6524,64,45
6525,61,47
6526,57,46
6527,57,46
6528,59,43
6529,59,43
6530,58,45
6531,58,44
6532,58,44
6533,68,42
6534,84,40
6535,84,41
6536,85,43
6537,85,45
6538,87,43
6539,84,44
6540,85,45
6541,86,42
6542,86,42
6543,86,43
6544,87,42
6545,89,44
6546,88,41
6547,81,44
6548,63,46
6549,61,47
6550,59,47
6551,60,48
6552,60,44
6553,59,45
6554,59,45
6555,59,45
6556,58,46
6557,68,42
6558,85,42
6559,85,42
6560,84,45
6561,83,45
6562,83,44
6563,86,45
6564,85,46
6565,86,44
6566,85,45
6567,87,45
6568,86,44
6569,88,43
6570,86,42
6571,82,40
6572,65,45
6573,61,46
6574,60,44
6575,61,47
6576,60,44
6577,57,43
6578,57,42
6579,59,44
6580,58,42
6581,72,40
6582,84,40
6583,84,41
6584,87,42
6585,83,43
6586,85,47
6587,85,46
6588,88,46
6589,85,45
6590,85,47
6591,87,43
6592,87,42
6593,87,44
6594,85,42
6595,81,41
6596,63,42
6597,59,42
6598,59,44
6599,57,43
6600,57,44
6601,58,46
6602,57,42
6603,59,42
6604,58,41
6605,70,42
6606,86,40
6607,84,38
6608,85,41
6609,86,43
6610,84,44
6611,86,42
6612,84,43
6613,86,46
6614,86,44
6615,86,43
6616,87,41
6617,86,41
6618,88,42
6619,82,40
6620,62,41
6621,62,44
6622,58,43
6623,58,43
6624,56,41
6625,58,42
6626,59,42
6627,59,41
6628,57,40
6629,72,39
6630,87,39
6631,84,41
6632,87,42
6633,85,43
6634,84,45
6635,84,41
6636,85,41
6637,86,43
6638,85,43
6639,86,43
6640,87,43
6641,88,44
6642,88,43
6643,85,44
6644,89,45
6645,80,46
6646,56,44
6647,58,45
6648,58,45
6649,58,44
6650,59,46
6651,56,46
6652,56,45
6653,61,41
6654,59,39
6655,59,40
6656,56,41
6657,57,42
6658,57,44
6659,57,44
6660,59,45
6661,58,46
6662,59,45
6663,60,47
6664,58,44
6665,61,44
6666,59,43
6667,59,43
6668,58,45
6669,57,47
6670,57,47
6671,57,47
6672,56,44
6673,57,45
6674,57,47
6675,56,46
6676,58,46
6677,55,43
6678,54,40
6679,56,39
6680,55,40
6681,55,39
6682,55,39
6683,56,40
6684,56,43
6685,59,41
6686,58,42
6687,60,41
6688,59,45
6689,57,47
6690,59,44
6691,60,44
6692,60,45
6693,60,45
6694,57,43
6695,55,44
6696,53,44
6697,56,45
6698,55,43
6699,56,44
6700,56,43
6701,66,43
6702,82,42
6703,81,40
6704,83,40
6705,81,41
6706,82,40
6707,84,39
6708,85,43
6709,85,45
6710,85,44
6711,84,41
6712,85,40
6713,88,43
6714,89,42
6715,79,40
6716,61,45
6717,58,45
6718,56,43
6719,58,43
6720,56,44
6721,57,44
6722,56,44
6723,53,43
6724,54,43
6725,68,40
6726,84,41
6727,81,42
6728,85,43
6729,86,43
6730,82,41
6731,83,41
6732,84,40
6733,82,40
6734,83,42
6735,83,42
6736,83,41
6737,86,39
6738,83,40
6739,79,41
6740,60,43
6741,56,42
6742,55,42
6743,55,42
6744,56,44
6745,54,41
6746,54,43
6747,53,42
6748,53,43
6749,66,41
6750,80,40
6751,80,40
6752,81,38
6753,83,40
6754,84,40
6755,83,41
6756,83,41
6757,83,42
6758,84,41
6759,83,43
6760,85,46
6761,83,43
6762,83,41
6763,77,45
6764,62,48
6765,60,47
6766,58,47
6767,56,45
6768,55,44
6769,56,42
6770,55,43
6771,55,42
6772,54,42
6773,71,40
6774,85,41
6775,84,41
6776,83,42
6777,82,42
6778,83,44
6779,82,42
6780,81,41
6781,83,41
6782,82,45
6783,83,42
6784,83,41
6785,82,39
6786,82,40
6787,78,40
6788,60,45
6789,56,45
6790,55,46
6791,56,45
6792,55,43
6793,53,42
6794,55,45
6795,56,43
6796,54,43
6797,68,41
6798,81,38
6799,82,41
6800,83,46
6801,81,43
6802,82,43
6803,81,42
6804,83,42
6805,83,40
6806,84,44
6807,83,43
6808,82,43
6809,84,42
6810,82,39
6811,82,41
6812,86,46
6813,76,46
6814,55,43
6815,57,44
6816,55,46
6817,55,44
6818,56,40
6819,54,43
6820,54,42
6821,58,43
6822,57,38
6823,55,42
6824,55,43
6825,55,40
6826,55,41
6827,56,43
6828,55,43
6829,55,42
6830,56,41
6831,55,44
6832,57,44
6833,58,44
6834,55,42
6835,57,42
6836,58,45
6837,57,44
6838,55,44
6839,56,46
6840,55,43
6841,55,44
6842,54,43
6843,55,43
6844,56,42
6845,56,43
6846,54,38
6847,55,39
6848,57,40
6849,54,41
6850,55,41
6851,59,42
6852,58,45
6853,57,42
6854,57,42
6855,56,39
6856,56,42
6857,58,44
6858,58,45
6859,58,44
6860,59,45
6861,58,46
6862,58,44
6863,57,44
6864,57,42
6865,56,43
6866,56,45
6867,55,42
6868,55,41
6869,68,42
6870,83,39
6871,82,41
6872,87,40
6873,84,42
6874,84,41
6875,85,44
6876,86,44
6877,87,43
6878,85,42
6879,86,41
6880,87,42
6881,87,43
6882,87,43
6883,80,44
6884,62,49
6885,59,47
6886,58,45
6887,58,45
6888,57,44
6889,58,44
6890,56,41
6891,58,44
6892,58,43
6893,72,43
6894,88,42
6895,87,41
6896,86,41
6897,84,43
6898,83,45
6899,84,43
6900,83,42
6901,85,45
6902,86,45
6903,88,43
6904,86,44
6905,85,44
6906,87,44
6907,80,49
6908,61,47
6909,59,46
6910,57,44
6911,56,43
6912,59,43
6913,56,44
6914,57,45
6915,56,45
6916,55,43
6917,69,43
6918,84,40
6919,81,43
6920,84,42
6921,84,43
6922,83,43
6923,83,46
6924,85,47
6925,87,47
6926,84,45
6927,84,42
6928,87,41
6929,85,39
6930,84,42
6931,80,42
6932,67,47
6933,61,43
6934,56,47
6935,57,44
6936,57,45
6937,58,44
6938,55,43
6939,58,43
6940,56,42
6941,71,42
6942,91,44
6943,92,43
6944,102,42
6945,104,43
6946,104,45
6947,100,45
6948,98,43
6949,106,47
6950,102,43
6951,101,43
6952,100,42
6953,96,41
6954,94,44
6955,87,48
6956,68,49
6957,65,46
6958,64,45
6959,63,44
6960,62,44
6961,64,42
6962,62,45
6963,62,44
6964,61,44
6965,77,43
6966,98,43
6967,99,45
6968,104,43
6969,101,47
6970,101,45
6971,99,44
6972,99,44
6973,96,47
6974,98,45
6975,98,43
6976,95,42
6977,94,41
6978,93,42
6979,91,46
6980,95,45
6981,84,46
6982,62,44
6983,60,44
6984,60,41
6985,61,44
6986,61,44
6987,62,43
6988,60,43
6989,63,42
6990,61,40
6991,62,41
6992,62,40
6993,63,39
6994,61,40
6995,63,42
6996,63,41
6997,63,39
6998,63,41
6999,62,42
7000,63,44
7001,63,43
7002,62,45
7003,66,47
7004,66,45
7005,65,42
7006,63,45
7007,62,47
7008,63,44
7009,62,41
7010,59,43
7011,61,42
7012,60,42
7013,61,41
7014,62,37
7015,60,40
7016,58,39
7017,61,40
7018,62,44
7019,64,46
7020,63,42
7021,67,40
7022,65,43
7023,64,41
7024,62,40
7025,61,40
7026,63,42
7027,65,44
7028,66,44
7029,63,44
7030,62,46
7031,63,44
7032,62,40
7033,61,42
7034,62,43
7035,60,41
7036,60,41
7037,76,42
7038,101,46
7039,106,59
7040,117,71
7041,120,82
7042,121,82
7043,117,82
7044,118,83
7045,123,92
7046,124,93
7047,120,93
7048,109,86
7049,99,79
7050,105,76
7051,85,74
7052,69,77
7053,61,73
7054,61,71
7055,60,70
7056,61,69
7057,59,67
7058,58,66
7059,60,65
7060,60,66
7061,77,68
7062,103,70
7063,113,78
7064,122,90
7065,123,97
7066,124,98
7067,120,93
7068,121,96
7069,133,100
7070,123,104
7071,119,100
7072,105,90
7073,98,73
7074,99,69
7075,91,69
7076,72,69
7077,67,67
7078,64,65
7079,64,67
7080,62,64
7081,62,62
7082,60,63
7083,62,61
7084,60,62
7085,75,64
7086,103,70
7087,114,87
7088,119,105
7089,126,104
7090,129,108
7091,118,102
7092,124,102
7093,131,110
7094,123,110
7095,123,96
7096,111,85
7097,103,80
7098,99,76
7099,88,77
7100,70,80
7101,66,76
7102,64,76
7103,64,72
7104,63,73
7105,64,71
7106,61,71
7107,61,71
7108,61,69
7109,78,72
7110,118,72
7111,127,87
7112,134,96
7113,144,101
7114,164,89
7115,148,93
7116,139,93
7117,141,98
7118,139,94
7119,131,84
7120,116,78
7121,107,70
7122,108,67
7123,101,68
7124,82,68
7125,73,66
7126,71,66
7127,68,65
7128,68,62
7129,70,63
7130,69,61
7131,69,64
7132,70,62
7133,85,61
7134,120,67
7135,126,80
7136,136,95
7137,142,99
7138,132,97
7139,123,94
7140,120,95
7141,125,96
7142,129,98
7143,117,88
7144,108,80
7145,102,74
7146,100,71
7147,98,69
7148,102,71
7149,89,67
7150,68,66
7151,66,67
7152,63,66
7153,64,66
7154,65,64
7155,65,67
7156,63,64
7157,64,65
7158,66,63
7159,65,63
7160,67,65
7161,65,70
7162,69,66
7163,68,70
7164,68,72
7165,68,76
7166,66,75
7167,67,75
7168,67,72
7169,68,72
7170,70,67
7171,69,72
7172,68,70
7173,68,70
7174,68,65
7175,64,67
7176,65,67
7177,68,65
7178,66,65
7179,66,65
7180,65,64
7181,66,64
7182,68,59
7183,66,62
7184,65,64
7185,65,64
7186,68,66
7187,70,67
7188,67,68
7189,70,70
7190,71,69
7191,74,66
7192,73,69
7193,73,73
7194,74,68
7195,71,72
7196,73,70
7197,70,68
7198,70,66
7199,67,66
7200,65,63
7201,64,68
7202,65,65
7203,66,64
7204,65,64
7205,79,67
7206,123,87
7207,131,118
7208,148,129
7209,150,132
7210,150,134
7211,145,121
7212,138,133
7213,141,148
7214,139,141
7215,131,138
7216,115,130
7217,105,106
7218,101,85
7219,95,80
7220,80,79
7221,77,76
7222,73,75
7223,72,73
7224,72,74
7225,70,73
7226,70,74
7227,70,74
7228,69,73
7229,82,77
7230,116,117
7231,128,149
7232,145,163
7233,150,175
7234,149,180
7235,142,172
7236,144,161
7237,151,155
7238,149,152
7239,148,141
7240,128,125
7241,111,111
7242,106,100
7243,100,101
7244,82,99
7245,77,97
7246,74,96
7247,74,92
7248,71,93
7249,69,89
7250,70,90
7251,70,91
7252,69,89
7253,87,93
7254,129,122
7255,155,144
7256,170,154
7257,170,159
7258,172,162
7259,166,162
7260,163,162
7261,171,154
7262,168,162
7263,161,159
7264,137,138
7265,116,111
7266,110,100
7267,108,99
7268,85,98
7269,81,98
7270,74,97
7271,75,98
7272,72,97
7273,73,94
7274,72,92
7275,74,92
7276,73,91
7277,89,95
7278,123,137
7279,137,165
7280,147,177
7281,150,191
7282,147,193
7283,135,184
7284,135,168
7285,142,149
7286,145,148
7287,144,144
7288,131,119
7289,111,83
7290,101,73
7291,97,77
7292,82,78
7293,74,74
7294,70,72
7295,67,73
7296,64,73
7297,64,72
7298,65,70
7299,65,71
7300,65,71
7301,81,79
7302,109,132
7303,126,149
7304,145,147
7305,155,150
7306,146,149
7307,133,141
7308,124,139
7309,144,127
7310,139,122
7311,146,108
7312,126,95
7313,120,78
7314,120,72
7315,112,74
7316,117,74
7317,106,75
7318,75,72
7319,73,71
7320,69,72
7321,69,69
7322,68,70
7323,67,69
7324,68,70
7325,73,75
7326,72,77
7327,69,84
7328,70,81
7329,68,83
7330,69,83
7331,71,74
7332,71,76
7333,69,74
7334,68,75
7335,70,77
7336,70,77
7337,72,74
7338,74,73
7339,73,74
7340,70,74
7341,72,75
7342,70,73
7343,69,76
7344,68,74
7345,65,73
7346,67,71
7347,64,70
7348,65,71
7349,66,70
7350,65,69
7351,66,69
7352,64,70
7353,67,70
7354,69,74
7355,71,73
7356,69,75
7357,68,75
7358,70,75
7359,68,72
7360,68,72
7361,72,74
7362,70,75
7363,70,76
7364,74,79
7365,70,76
7366,67,75
7367,71,72
7368,68,74
7369,68,71
7370,69,71
7371,69,71
7372,67,70
7373,85,82
7374,137,127
7375,159,150
7376,182,151
7377,179,144
7378,187,161
7379,174,169
7380,165,161
7381,189,140
7382,186,133
7383,177,125
7384,161,106
7385,136,86
7386,121,84
7387,102,80
7388,84,80
7389,83,73
7390,79,73
7391,71,81
7392,75,73
7393,70,71
7394,69,70
7395,70,70
7396,69,69
7397,85,78
7398,141,123
7399,153,156
7400,170,181
7401,181,180
7402,185,179
7403,175,198
7404,178,185
7405,190,162
7406,182,161
7407,177,158
7408,163,140
7409,144,122
7410,134,115
7411,125,112
7412,104,107
7413,91,102
7414,72,101
7415,70,98
7416,67,99
7417,69,97
7418,69,96
7419,66,96
7420,66,96
7421,84,109
7422,140,166
7423,158,171
7424,174,179
7425,190,175
7426,184,189
7427,169,192
7428,165,185
7429,176,173
7430,170,166
7431,163,162
7432,157,140
7433,144,123
7434,128,113
7435,117,107
7436,98,108
7437,89,100
7438,89,98
7439,87,98
7440,76,98
7441,70,95
7442,71,93
7443,71,96
7444,72,94
7445,89,108
7446,150,171
7447,180,181
7448,199,197
7449,206,194
7450,207,191
7451,191,196
7452,179,180
7453,181,153
7454,175,151
7455,172,146
7456,151,130
7457,132,117
7458,125,109
7459,112,105
7460,81,107
7461,76,98
7462,74,96
7463,69,96
7464,70,91
7465,67,92
7466,67,92
7467,68,92
7468,71,93
7469,85,100
7470,129,159
7471,155,184
7472,180,187
7473,191,179
7474,190,187
7475,164,188
7476,155,180
7477,158,165
7478,170,162
7479,160,155
7480,142,124
7481,127,109
7482,121,103
7483,110,99
7484,108,98
7485,95,99
7486,70,93
7487,74,92
7488,69,95
7489,68,93
7490,67,92
7491,68,90
7492,65,91
7493,69,92
7494,68,95
7495,73,96
7496,82,105
7497,83,111
7498,84,105
7499,83,101
7500,74,105
7501,70,106
7502,70,108
7503,71,108
7504,73,100
7505,70,92
7506,72,96
7507,72,97
7508,72,96
7509,73,93
7510,74,92
7511,72,91
7512,68,89
7513,68,90
7514,68,91
7515,66,87
7516,68,88
7517,66,91
7518,67,87
7519,69,84
7520,70,83
7521,70,86
7522,68,84
7523,67,86
7524,70,88
7525,69,90
7526,69,89
7527,73,89
7528,73,91
7529,71,92
7530,68,92
7531,70,95
7532,73,93
7533,70,93
7534,65,90
7535,65,89
7536,65,88
7537,64,88
7538,68,88
7539,65,89
7540,63,87
7541,80,97
7542,159,149
7543,192,160
7544,192,173
7545,199,179
7546,204,191
7547,191,178
7548,201,182
7549,207,168
7550,222,174
7551,213,164
7552,185,140
7553,151,122
7554,135,107
7555,110,104
7556,88,104
7557,82,102
7558,77,101
7559,78,98
7560,77,97
7561,75,97
7562,74,96
7563,77,96
7564,74,98
7565,96,101
7566,135,156
7567,165,189
7568,185,202
7569,197,201
7570,216,203
7571,186,204
7572,182,197
7573,206,168
7574,191,152
7575,170,143
7576,157,128
7577,142,117
7578,136,98
7579,122,99
7580,101,97
7581,84,94
7582,81,92
7583,82,93
7584,80,93
7585,78,90
7586,79,92
7587,80,94
7588,77,90
7589,94,100
7590,140,151
7591,164,186
7592,186,194
7593,190,194
7594,187,201
7595,176,207
7596,179,192
7597,190,157
7598,202,155
7599,187,154
7600,159,152
7601,132,134
7602,126,119
7603,103,117
7604,83,116
7605,80,110
7606,80,109
7607,77,110
7608,75,110
7609,77,108
7610,76,107
7611,75,108
7612,78,110
7613,98,119
7614,153,169
7615,191,197
7616,238,220
7617,267,206
7618,278,202
7619,202,201
7620,204,217
7621,205,188
7622,202,180
7623,191,168
7624,169,152
7625,137,138
7626,135,120
7627,120,118
7628,92,117
7629,79,110
7630,74,108
7631,72,105
7632,72,104
7633,69,102
7634,70,102
7635,69,105
7636,71,103
7637,96,114
7638,143,166
7639,187,209
7640,217,223
7641,230,239
7642,230,240
7643,203,214
7644,195,205
7645,202,187
7646,206,184
7647,193,179
7648,162,157
7649,144,124
7650,125,115
7651,129,105
7652,124,106
7653,103,104
7654,79,101
7655,79,102
7656,76,103
7657,76,101
7658,73,100
7659,75,103
7660,72,102
7661,79,101
7662,89,107
7663,94,114
7664,155,119
7665,227,120
7666,201,121
7667,177,110
7668,133,116
7669,127,120
7670,122,124
7671,123,119
7672,125,116
7673,119,101
7674,115,105
7675,113,109
7676,111,103
7677,106,104
7678,95,105
7679,75,106
7680,72,103
7681,73,105
7682,73,103
7683,73,103
7684,70,105
7685,70,103
7686,74,100
7687,71,100
7688,73,101
7689,76,106
7690,79,105
7691,77,107
7692,74,109
7693,77,105
7694,77,103
7695,77,105
7696,77,105
7697,79,102
7698,77,111
7699,82,111
7700,80,111
7701,76,108
7702,75,105
7703,72,110
7704,71,108
7705,71,109
7706,72,106
7707,72,106
7708,74,106
7709,93,119
7710,171,172
7711,193,196
7712,224,206
7713,245,226
7714,240,237
7715,201,213
7716,225,214
7717,260,187
7718,258,182
7719,248,172
7720,219,158
7721,194,133
7722,177,119
7723,148,123
7724,114,117
7725,101,116
7726,100,114
7727,98,114
7728,97,115
7729,97,117
7730,96,114
7731,98,113
7732,97,116
7733,117,130
7734,169,186
7735,201,220
7736,223,235
7737,234,246
7738,226,245
7739,224,231
7740,220,226
7741,229,207
7742,226,187
7743,219,179
7744,202,161
7745,178,137
7746,173,126
7747,148,125
7748,116,121
7749,104,116
7750,94,113
7751,93,113
7752,94,116
7753,93,118
7754,91,118
7755,93,119
7756,93,120
7757,112,133
7758,163,197
7759,205,217
7760,240,222
7761,238,232
7762,233,229
7763,208,207
7764,209,194
7765,242,185
7766,243,173
7767,218,153
7768,200,145
7769,176,140
7770,154,118
7771,128,114
7772,104,112
7773,99,110
7774,92,108
7775,92,108
7776,90,109
7777,88,108
7778,87,108
7779,87,108
7780,90,111
7781,114,125
7782,173,178
7783,207,195
7784,219,205
7785,236,198
7786,244,193
7787,215,194
7788,200,183
7789,232,151
7790,204,148
7791,197,141
7792,179,135
7793,188,128
7794,224,119
7795,230,115
7796,184,112
7797,151,110
7798,119,109
7799,107,109
7800,104,109
7801,97,109
7802,97,110
7803,97,114
7804,100,111
7805,121,129
7806,177,188
7807,214,228
7808,232,240
7809,235,240
7810,223,252
7811,198,234
7812,187,214
7813,194,180
7814,189,171
7815,191,159
7816,171,143
7817,164,126
7818,156,119
7819,148,115
7820,128,111
7821,112,109
7822,93,104
7823,93,103
7824,91,105
7825,91,105
7826,91,103
7827,89,103
7828,91,103
7829,92,106
7830,92,119
7831,93,139
7832,96,142
7833,95,144
7834,96,141
7835,97,123
7836,89,132
7837,94,137
7838,93,140
7839,93,136
7840,94,129
7841,92,118
7842,92,116
7843,95,110
7844,92,110
7845,88,110
7846,87,108
7847,87,110
7848,87,111
7849,88,111
7850,88,109
7851,87,107
7852,86,107
7853,86,109
7854,87,108
7855,89,108
7856,91,110
7857,94,111
7858,89,111
7859,91,113
7860,86,110
7861,87,109
7862,89,108
7863,88,109
7864,91,108
7865,88,108
7866,87,113
7867,92,117
7868,96,116
7869,92,110
7870,88,111
7871,88,111
7872,87,112
7873,90,111
7874,89,114
7875,90,115
7876,89,112
7877,112,126
7878,164,174
7879,199,193
7880,215,208
7881,226,212
7882,225,217
7883,202,205
7884,201,198
7885,214,182
7886,243,187
7887,235,176
7888,191,158
7889,168,129
7890,168,118
7891,138,117
7892,109,115
7893,98,108
7894,94,107
7895,92,103
7896,93,105
7897,90,104
7898,92,104
7899,93,102
7900,89,103
7901,116,116
7902,173,181
7903,205,211
7904,223,216
7905,248,218
7906,243,225
7907,218,208
7908,215,196
7909,239,185
7910,227,172
7911,210,163
7912,190,143
7913,166,126
7914,149,115
7915,130,111
7916,105,112
7917,93,104
7918,89,107
7919,87,106
7920,85,105
7921,87,106
7922,87,109
7923,91,109
7924,89,105
7925,113,119
7926,170,180
7927,198,207
7928,209,206
7929,222,209
7930,213,211
7931,197,202
7932,202,183
7933,213,166
7934,205,170
7935,192,166
7936,183,151
7937,155,128
7938,145,118
7939,132,113
7940,114,110
7941,105,108
7942,93,109
7943,89,107
7944,86,107
7945,87,108
7946,88,106
7947,89,105
7948,90,103
7949,115,124
7950,170,170
7951,200,222
7952,247,239
7953,308,207
7954,300,200
7955,214,193
7956,205,191
7957,220,163
7958,223,157
7959,202,150
7960,181,139
7961,171,127
7962,158,121
7963,138,117
7964,112,116
7965,99,107
7966,94,107
7967,90,107
7968,89,109
7969,88,105
7970,88,103
7971,90,106
7972,90,105
7973,114,119
7974,176,173
7975,201,208
7976,213,223
7977,219,216
7978,215,214
7979,188,200
7980,198,201
7981,203,174
7982,219,167
7983,210,153
7984,207,139
7985,181,120
7986,163,110
7987,143,107
7988,160,107
7989,129,106
7990,89,109
7991,88,107
7992,85,105
7993,87,105
7994,84,105
7995,84,104
7996,84,102
7997,89,105
7998,90,113
7999,90,122
8000,85,120
8001,88,123
8002,105,120
8003,120,109
8004,118,109
8005,118,109
8006,121,110
8007,124,110
8008,121,109
8009,121,103
8010,94,104
8011,88,105
8012,88,106
8013,87,105
8014,92,106
8015,88,105
8016,85,105
8017,84,105
8018,87,102
8019,85,103
8020,85,105
8021,86,105
8022,85,106
8023,84,103
8024,83,104
8025,85,104
8026,85,105
8027,86,102
8028,81,102
8029,82,103
8030,86,103
8031,84,103
8032,84,106
8033,87,103
8034,84,108
8035,88,113
8036,87,111
8037,86,112
8038,84,107
8039,83,107
8040,83,105
8041,82,107
8042,81,105
8043,83,104
8044,85,104
8045,111,125
8046,205,165
8047,222,221
8048,232,238
8049,249,230
8050,244,220
8051,228,221
8052,223,204
8053,229,181
8054,225,183
8055,224,176
8056,212,155
8057,184,138
8058,171,127
8059,149,123
8060,131,117
8061,107,113
8062,96,112
8063,93,113
8064,93,114
8065,92,113
8066,89,111
8067,91,109
8068,91,108
8069,116,127
8070,184,183
8071,209,209
8072,223,206
8073,227,208
8074,229,202
8075,211,208
8076,217,207
8077,229,187
8078,224,176
8079,227,172
8080,205,155
8081,180,139
8082,170,131
8083,151,121
8084,127,123
8085,116,114
8086,103,109
8087,102,110
8088,99,113
8089,98,113
8090,98,109
8091,99,110
8092,100,108
8093,119,121
8094,189,176
8095,224,233
8096,232,237
8097,238,232
8098,234,239
8099,218,223
8100,221,204
8101,242,188
8102,234,188
8103,223,191
8104,211,165
8105,193,142
8106,187,134
8107,170,133
8108,132,126
8109,109,120
8110,106,116
8111,107,117
8112,108,119
8113,109,113
8114,106,113
8115,106,113
8116,107,113
8117,133,125
8118,196,177
8119,239,212
8120,260,218
8121,284,206
8122,276,214
8123,241,205
8124,232,213
8125,231,178
8126,223,176
8127,216,171
8128,198,158
